,activeDuration,activeZoneMinutes,activityLevel,activityName,activityTypeId,averageHeartRate,calories,distance,distanceUnit,duration,elevationGain,hasActiveZoneMinutes,heartRateLink,heartRateZones,lastModified,logId,logType,manualValuesSpecified,originalDuration,originalStartTime,pace,source,speed,startTime,steps,tcxLink
0,9528000,"{'minutesInHeartRateZones': [{'minuteMultiplier': 1, 'minutes': 9, 'order': 1, 'type': 'FAT_BURN', 'zoneName': 'Fat Burn'}, {'minuteMultiplier': 0, 'minutes': 0, 'order': 0, 'type': 'OUT_OF_ZONE', 'zoneName': 'Out of Range'}, {'minuteMultiplier': 2, 'minutes': 0, 'order': 3, 'type': 'PEAK', 'zoneName': 'Peak'}, {'minuteMultiplier': 2, 'minutes': 1, 'order': 2, 'type': 'CARDIO', 'zoneName': 'Cardio'}], 'totalMinutes': 11}","[{'minutes': 108, 'name': 'sedentary'}, {'minutes': 38, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",Walk,90013,96,436,1.286687,Kilometer,10527000,22.555,True,https://api.fitbit.com/1/user/-/activities/heart/date/2022-06-17/2022-06-17/1sec/time/18:01:01/20:56:28.json,"[{'caloriesOut': 442.5417, 'max': 118, 'min': 30, 'minutes': 165, 'name': 'Out of Range'}, {'caloriesOut': 75.07618, 'max': 144, 'min': 118, 'minutes': 9, 'name': 'Fat Burn'}, {'caloriesOut': 8.15524, 'max': 177, 'min': 144, 'minutes': 1, 'name': 'Cardio'}, {'caloriesOut': 0, 'max': 220, 'min': 177, 'minutes': 0, 'name': 'Peak'}]",2022-06-19T07:01:42.000Z,48824188177,tracker,"{'calories': False, 'distance': False, 'steps': False}",10527000,2022-06-17T18:01:01.000+05:00,7436.087344369356,"{'id': '187715899', 'name': 'Sense', 'trackerFeatures': ['STEPS', 'DISTANCE', 'HEARTRATE', 'PACE', 'GPS', 'CALORIES', 'ELEVATION', 'VO2_MAX'], 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",0.4841255667506298,2022-06-17T18:01:01.000+05:00,1968,https://api.fitbit.com/1/user/-/activities/48824188177.tcx
